i,128166385965667000,bbb,16777216,h,1893
i,128166385991760000,i,16777216,h,1890
i,128166385991761000,e,16777216,h,1888
i,128166385991762000,f,16777216,h,1870
i,128166385996604000,j,16777216,h,1770
d,128166385996605000,cc,16777216,h,1767
i,128166386001604000,cc,16777216,h,1710
i,128166386005667000,cc,16777216,h,1708
i,128166386015666000,i,16777216,h,1616
i,128166386015668000,b,16777216,h,1586
d,128166386025666000,m,16777216,h,1522
d,128166386051603000,mm,16777216,h,1500
i,128166386051605000,mm,16777216,h,1474
i,128166386083635000,m,16777216,h,1390
i,128166386133633000,f,16777216,h,1367
i,128166386133636000,i,16777216,h,1310
d,128166386143635000,ff,16777216,h,1209
i,128166386183634000,ff,16777216,h,1165
d,128166386233633000,n,16777216,h,1124
i,128166386233635000,n,16777216,h,1083
i,128166386243633000,g,16777216,h,1073
i,128166386243634000,h,16777216,h,1069
i,128166386243635000,b,16777216,h,1064
i,128166386253634000,hi,16777216,h,1062
d,128166386269204000,o,16777216,h,1058
d,128166386283633000,gg,16777216,h,1040
i,128166386283634000,gg,16777216,h,1023
i,128166386283634000,j,16777216,h,904
i,128166386283635000,j,16777216,h,882
d,128166386292071000,p,16777216,h,831
i,128166386292072000,f,16777216,h,829
i,128166386292228000,e,16777216,h,63820
i,128166386303633000,j,16777216,h,1671
i,128166386333632000,j,16777216,h,1551
i,128166386333634000,e,16777216,h,1448
d,128166386333635000,jj,16777216,h,1443
i,128166386343634000,jj,16777216,h,1428
i,128166386383633000,jj,16777216,h,1428
d,128166386383634000,ll,16777216,h,1423
i,128166386433633000,ll,16777216,h,1412
i,128166386433634000,ll,16777216,h,1412
i,128166386443633000,e,16777216,h,1399
d,128166386443634000,ee,16777216,h,1383
i,128166386483632000,ee,16777216,h,1267
i,128166386483633000,e,16777216,h,1252
i,128166386483634000,b,16777216,h,1242
i,128166386493632000,j,16777216,h,1206
d,128166386505507000,q,16777216,h,1103
i,128166386505508000,j,16777216,h,1078
i,128166386533632000,e,16777216,h,986
d,128166386555128000,r,16777216,h,980
d,128166386555194000,s,16777216,h,970
i,128166386555196000,a,16777216,h,925
d,128166386555300000,ss,16777216,h,885
i,128166386555454000,o,16777216,h,868
i,128166386555463000,e,16777216,h,3267
i,128166386555599000,b,16777216,h,937
d,128166386555662000,t,16777216,h,833
i,128166386555785000,t,16777216,h,1910
d,128166386555793000,tt,16777216,h,2020
i,128166386555799000,tt,16777216,h,2048
d,128166386555817000,vv,16777216,h,2081
i,128166386555916000,vv,16777216,h,1883
i,128166386555942000,b,16777216,h,1867
i,128166386555964000,t,16777216,h,1733
i,128166386555968000,i,16777216,h,1719
i,128166386555969000,n,16777216,h,1555
i,128166386555972000,m,16777216,h,1507
i,128166386555974000,t,16777216,h,1383
i,128166386556213000,j,16777216,h,1367
i,128166386556275000,c,16777216,h,1368
i,128166386556278000,h,16777216,h,1346
i,128166386556285000,o,16777216,h,1342
i,128166386556286000,hi,16777216,h,1247
i,128166386556287000,h,16777216,h,1181
d,128166386556398000,u,16777216,h,1148
i,128166386556401000,r,16777216,h,1135
i,128166386556442000,b,16777216,h,1132
i,128166386556443000,b,16777216,h,1119
i,128166386556532000,s,16777216,h,1080
i,128166386556581000,f,16777216,h,1070
i,128166386556597000,f,16777216,h,1063
i,128166386556598000,f,16777216,h,1059
d,128166386556599000,ii,16777216,h,1057
i,128166386556600000,ii,16777216,h,1052
d,128166386556724000,ssss,16777216,h,1050
i,128166386556736000,ssss,16777216,h,1049
d,128166386556737000,kkk,16777216,h,1046
i,128166386556740000,kkk,16777216,h,1043
d,128166386556742000,qw,16777216,h,1042
i,128166386556743000,r,16777216,h,1020
i,128166386556756000,f,16777216,h,1006
d,128166386556896000,sas,16777216,h,991
i,128166386556910000,sas,16777216,h,890
d,128166386556912000,sis,16777216,h,877
i,128166386557024000,sis,16777216,h,2043
d,128166386557062000,fis,16777216,h,1565
i,128166386557066000,fis,16777216,h,3259
i,128166386557182000,fis,16777216,h,940
i,128166386557195000,r,16777216,h,846
i,128166386557222000,f,16777216,h,2310
i,128166386557309000,r,16777216,h,2219
i,128166386557315000,k,16777216,h,2038
i,128166386557358000,e,16777216,h,2227
d,128166386557380000,qwe,16777216,h,3301
i,128166386557381000,qwe,16777216,h,936
d,128166386557487000,qwer,16777216,h,841
i,128166386557535000,qwer,16777216,h,1942
d,128166386557536000,swer,16777216,h,912
i,128166386557537000,swer,16777216,h,868
i,128166386557632000,swer,16777216,h,867
d,128166386557671000,sfao,16777216,h,858
i,128166386557693000,sfao,16777216,h,1633
i,128166386557693000,sfao,16777216,h,1526
i,128166386557694000,f,16777216,h,1155
d,128166386557695000,hello,16777216,h,934
i,128166386557767000,hello,16777216,h,935
i,128166386557802000,hello,16777216,h,902
i,128166386557831000,f,16777216,h,892
d,128166386557837000,self,16777216,h,886
i,128166386557840000,self,16777216,h,865
d,128166386557844000,ch,16777216,h,856
i,128166386557845000,ch,16777216,h,2063
d,128166386557850000,for,16777216,h,1970
i,128166386557851000,for,16777216,h,2026
i,128166386557910000,b,16777216,h,2694
i,128166386557979000,b,16777216,h,2067
i,128166386558006000,f,16777216,h,1367
d,128166386558008000,bol,16777216,h,1023
i,128166386558098000,bol,16777216,h,976
i,128166386558158000,bol,16777216,h,3276
i,128166386558161000,bol,16777216,h,947
i,128166386558162000,t,16777216,h,848
d,128166386558164000,sab,16777216,h,1988
i,128166386558306000,sab,16777216,h,2085
d,128166386558313000,sih,16777216,h,2033
i,128166386558316000,sih,16777216,h,2521
d,128166386558317000,bab,16777216,h,962
i,128166386558318000,bab,16777216,h,889
i,128166386558320000,bab,16777216,h,2180
d,128166386558321000,bih,16777216,h,3300
i,128166386558425000,bih,16777216,h,927
i,128166386558447000,bih,16777216,h,840
i,128166386558456000,j,16777216,h,2157
i,128166386558473000,j,16777216,h,54293
d,128166386558475000,sleep,16777216,h,1620
i,128166386558571000,sleep,16777216,h,732
i,128166386558589000,sleep,16777216,h,2175
d,128166386558631000,top,16777216,h,2109
i,128166386558633000,top,16777216,h,1764
d,128166386558742000,try,16777216,h,1736
i,128166386558782000,try,16777216,h,1734
i,128166386558787000,f,16777216,h,1732
i,128166386558896000,b,16777216,h,1557
i,128166386558943000,f,16777216,h,1401
i,128166386558944000,t,16777216,h,1395
d,128166386558945000,blip,16777216,h,1394
i,128166386558946000,blip,16777216,h,1392
d,128166386559036000,last,16777216,h,1388
i,128166386559047000,last,16777216,h,1389
i,128166386559094000,last,16777216,h,1340
d,128166386559099000,left,16777216,h,1290
i,128166386559100000,left,16777216,h,1236
i,128166386559193000,left,16777216,h,1163
d,128166386559256000,right,16777216,h,1072
i,128166386559324000,right,16777216,h,1061
i,128166386559372000,right,16777216,h,1059
i,128166386559398000,right,16777216,h,1058
d,128166386559408000,rea,16777216,h,1055
i,128166386559412000,rea,16777216,h,1048
i,128166386559413000,rea,16777216,h,1043
i,128166386559414000,rea,16777216,h,1040
d,128166386559511000,set,16777216,h,1015
i,128166386559550000,set,16777216,h,883
i,128166386559568000,set,16777216,h,859
d,128166386559608000,see,16777216,h,3415
i,128166386559669000,see,16777216,h,959
i,128166386559701000,see,16777216,h,847
i,128166386559717000,see,16777216,h,66141
i,128166386559724000,b,16777216,h,2738
i,128166386559725000,t,16777216,h,1496
i,128166386559810000,t,16777216,h,1488
d,128166386559821000,bob,16777216,h,1475
i,128166386559876000,bob,16777216,h,1463
i,128166386559881000,bob,16777216,h,1437
d,128166386559972000,alice,16777216,h,1370
i,128166386560036000,alice,16777216,h,1349
i,128166386560037000,b,16777216,h,1218
i,128166386560131000,t,16777216,h,1198
i,128166386560179000,n,16777216,h,1168
i,128166386560180000,e,16777216,h,1164
i,128166386560187000,b,16777216,h,1157
i,128166386560188000,j,16777216,h,1146
i,128166386560191000,e,16777216,h,1112
i,128166386560192000,b,16777216,h,1073
i,128166386560193000,j,16777216,h,989
i,128166386560193000,g,16777216,h,988
i,128166386560195000,bb,16777216,h,955
i,128166386560294000,h,16777216,h,924
i,128166386560344000,f,16777216,h,922
i,128166386560350000,s,16777216,h,914
i,128166386560351000,f,16777216,h,909
i,128166386560352000,q,16777216,h,899
i,128166386560451000,f,16777216,h,889
i,128166386560468000,j,16777216,h,884
i,128166386560506000,r,16777216,h,874
i,128166386560594000,f,16777216,h,864
i,128166386560622000,b,16777216,h,859
i,128166386560663000,r,16777216,h,55270
i,128166386560788000,r,16777216,h,1806
i,128166386560812000,t,16777216,h,1754
i,128166386560818000,b,16777216,h,3251
i,128166386560950000,b,16777216,h,967
i,128166386560963000,e,16777216,h,858
i,128166386560969000,f,16777216,h,1947
i,128166386560970000,j,16777216,h,2206
i,128166386560972000,e,16777216,h,3699
i,128166386560974000,j,16777216,h,2078
i,128166386560975000,j,16777216,h,3274
i,128166386560976000,j,16777216,h,935
i,128166386560977000,j,16777216,h,839
i,128166386561090000,r,16777216,h,1767
i,128166386561102000,r,16777216,h,1740
i,128166386561108000,e,16777216,h,1597
i,128166386561119000,f,16777216,h,1400
i,128166386561131000,b,16777216,h,1379
i,128166386561197000,f,16777216,h,1365
i,128166386561271000,f,16777216,h,1364
i,128166386561277000,j,16777216,h,1352
i,128166386561283000,r,16777216,h,1255
i,128166386561287000,r,16777216,h,1188
i,128166386561375000,hi,16777216,h,1181
i,128166386561441000,u,16777216,h,1156
i,128166386561442000,b,16777216,h,1080
i,128166386561443000,b,16777216,h,944
i,128166386561558000,e,16777216,h,900
i,128166386561597000,j,16777216,h,893
i,128166386561598000,b,16777216,h,892
i,128166386561599000,j,16777216,h,850
i,128166386561664000,f,16777216,h,814
i,128166386561754000,j,16777216,h,2033
i,128166386561755000,e,16777216,h,2169
i,128166386561912000,e,16777216,h,2173
i,128166386561914000,b,16777216,h,2010
d,128166386561999000,v,16777216,h,3407
i,128166386562068000,t,16777216,h,938
i,128166386562191000,t,16777216,h,843
i,128166386562224000,f,16777216,h,2356
i,128166386562225000,b,16777216,h,2203
i,128166386562226000,b,16777216,h,1959
i,128166386562227000,t,16777216,h,1825
i,128166386562337000,r,16777216,h,1752
i,128166386562364000,t,16777216,h,1748
i,128166386562380000,t,16777216,h,1696
i,128166386562381000,r,16777216,h,1506
i,128166386562382000,j,16777216,h,1417
i,128166386562383000,b,16777216,h,1400
i,128166386562504000,t,16777216,h,1390
i,128166386562509000,k,16777216,h,1387
i,128166386562529000,g,16777216,h,1384
i,128166386562537000,b,16777216,h,1352
i,128166386562539000,q,16777216,h,1184
i,128166386562638000,j,16777216,h,1171
i,128166386562652000,b,16777216,h,1166
i,128166386562693000,j,16777216,h,1152
i,128166386562818000,j,16777216,h,1141
i,128166386562819000,v,16777216,h,1114
i,128166386562821000,b,16777216,h,1073
i,128166386562919000,a,16777216,h,1057
i,128166386562976000,g,16777216,h,1056
i,128166386563003000,j,16777216,h,1051
d,128166386563004000,x,16777216,h,1039
i,128166386563005000,j,16777216,h,1039
d,128166386563094000,y,16777216,h,1026
i,128166386563095000,h,16777216,h,1014
i,128166386563160000,j,16777216,h,991
i,128166386563161000,j,16777216,h,868
i,128166386563162000,j,16777216,h,860
i,128166386563249000,j,16777216,h,1794
i,128166386563270000,b,16777216,h,1734
i,128166386563316000,j,16777216,h,1473
d,128166386563318000,z,16777216,h,1451
i,128166386563319000,j,16777216,h,1445
i,128166386563320000,j,16777216,h,1429
i,128166386563421000,r,16777216,h,1417
i,128166386563422000,b,16777216,h,1413
i,128166386563474000,e,16777216,h,1400
i,128166386563475000,j,16777216,h,1390
i,128166386563477000,j,16777216,h,1184
i,128166386563590000,j,16777216,h,1172
i,128166386563617000,g,16777216,h,1147
i,128166386563629000,h,16777216,h,1146
i,128166386563632000,r,16777216,h,1139
i,128166386563632000,bb,16777216,h,1124
i,128166386563633000,bb,16777216,h,1093
i,128166386563662000,z,16777216,h,1072
i,128166386564042000,y,16777216,h,1032
i,128166386564055000,x,16777216,h,992
i,128166386564069000,qw,16777216,h,887
i,128166386564100000,ss,16777216,h,857
i,128166386564202000,p,16777216,h,853
d,128166386564207000,God,16777216,h,2028
i,128166386564213000,God,16777216,h,1872
i,128166386564253000,God,16777217,h,2152
d,128166386564254000,lui,16777216,h,1050
i,128166386564255000,lui,16777216,h,939
i,128166386564256000,gig,16777216,h,930
d,128166386564362000,aa,16777216,h,878
i,128166386564414000,aa,16777216,h,862
d,128166386564517000,w,16777216,h,860
i,128166386564534000,w,16777216,h,832
d,128166386564546000,ww,16777216,h,2779
i,128166386564560000,ww,16777216,h,2443
d,128166386564561000,cid,16777216,h,2309
i,128166386564562000,cid,16777216,h,3102
i,128166386564567000,cid,16777216,h,1067
d,128166386564689000,wet,16777216,h,839
i,128166386564704000,wet,16777216,h,2438
d,128166386564711000,what,16777216,h,2131
i,128166386564714000,what,16777216,h,3392
d,128166386564718000,why,16777216,h,1070
i,128166386564719000,why,16777216,h,827
d,128166386564836000,yes,16777216,h,1959
i,128166386564867000,yes,16777216,h,2030
d,128166386564997000,no,16777216,h,3350
i,128166386565005000,no,16777216,h,1150
i,128166386565030000,li,16777216,h,831
d,128166386565036000,li,16777216,h,2814
i,128166386565037000,li,16777216,h,2155
d,128166386565039000,lo,16777216,h,926
i,128166386565150000,lo,16777216,h,884
d,128166386565154000,pl,16777216,h,842
i,128166386565157000,pl,16777216,h,2064
d,128166386565160000,life,16777216,h,57057
i,128166386565188000,life,16777216,h,2529
d,128166386565191000,yup,16777216,h,1825
i,128166386565289000,yup,16777216,h,1629
i,128166386565322000,yup,16777216,h,943
d,128166386565330000,dry,16777216,h,2412
i,128166386565347000,dry,16777216,h,2154
d,128166386565454000,the,16777216,h,2116
i,128166386565472000,the,16777216,h,1784
d,128166386565478000,that,16777216,h,1756
i,128166386565479000,that,16777216,h,1610
d,128166386565504000,vid,16777216,h,1406
i,128166386565607000,vid,16777216,h,1404
